Gene,Name,baseMean,baseMean_N2_20C,baseMean_N2_34C,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00020092,pcf-11,1425.771733,1003.226287,1849.960674,0.872794046,0.088824769,9.826021025,8.70E-23,7.68E-21
WBGene00016453,vet-2,44.03878745,7.404437044,80.81136882,2.907572476,0.295984144,9.823406204,8.93E-23,7.84E-21
WBGene00206484,C31H2.14,145.7945058,18.75571906,272.1965203,3.142321924,0.320006494,9.81955675,9.28E-23,8.11E-21
WBGene00022175,Y71H2AM.10,402.9602595,570.7318683,235.5026084,-1.246876292,0.127087898,-9.811133204,1.01E-22,8.77E-21
WBGene00021980,glb-32,56.6348294,100.6595235,12.23631065,-2.654356325,0.270776604,-9.802753581,1.10E-22,9.49E-21
WBGene00004423,rpl-11.2,66493.89493,48226.87104,84761.25301,0.805617828,0.082329219,9.785320938,1.30E-22,1.12E-20
WBGene00019018,abts-3,1031.409249,1384.391448,679.2369594,-1.011312658,0.103490439,-9.772039496,1.48E-22,1.27E-20
WBGene00013855,cubn-1,369.8241698,516.2058741,223.5712189,-1.181352615,0.121109091,-9.754450339,1.77E-22,1.51E-20
WBGene00008577,F08G2.5,354.9722876,105.7229682,604.6585808,2.296767868,0.23556357,9.750097888,1.84E-22,1.57E-20
WBGene00022010,catp-7,2261.226161,3535.829491,987.8498501,-1.750190483,0.180013309,-9.722561581,2.42E-22,2.05E-20
WBGene00003107,mab-10,760.0420443,1193.873201,325.3741833,-1.780387149,0.183358656,-9.709861454,2.74E-22,2.31E-20
WBGene00011116,pdcd-2,2497.203662,1905.567021,3087.832983,0.691295643,0.071208387,9.708064842,2.79E-22,2.34E-20
WBGene00022623,ZC487.1,91.34926283,153.2935223,29.13638951,-2.198144758,0.227466095,-9.663614947,4.30E-22,3.60E-20
WBGene00005026,sqv-8,381.8137491,510.3029777,254.2360615,-0.989857913,0.102567675,-9.650778495,4.88E-22,4.06E-20
WBGene00001989,hot-4,97.59881515,168.4583024,27.52209931,-2.36108315,0.244870308,-9.642178233,5.31E-22,4.39E-20
WBGene00001978,hmp-1,1853.181274,2392.595506,1312.311797,-0.856557764,0.088957279,-9.628866463,6.04E-22,4.98E-20
WBGene00000037,ace-3,241.830016,360.7840556,122.9356155,-1.497361724,0.155647297,-9.620223088,6.57E-22,5.39E-20
WBGene00004507,rpy-1,917.9319941,1162.734749,674.4126951,-0.778388023,0.081009981,-9.608544722,7.36E-22,6.02E-20
WBGene00000787,cps-6,1711.471586,1208.085933,2215.22335,0.864482351,0.090057269,9.5992512,8.05E-22,6.56E-20
WBGene00194934,ZK809.9,124.0133039,56.77284563,190.5434878,1.667513886,0.173739528,9.597780696,8.17E-22,6.62E-20
WBGene00015354,snet-1,870.1280947,1122.077243,618.1199396,-0.850447331,0.0886591,-9.592329799,8.61E-22,6.92E-20
WBGene00017046,utx-1,406.4397795,550.5854503,263.5369985,-1.044656985,0.108904188,-9.592440883,8.60E-22,6.92E-20
WBGene00004417,rpl-6,87296.34522,62278.27643,112312.2933,0.841223828,0.087908186,9.569345804,1.08E-21,8.61E-20
WBGene00000238,bar-1,560.4954361,737.9549045,383.4034186,-0.931670711,0.097476582,-9.557892709,1.20E-21,9.58E-20
WBGene00018156,ncbp-1,1749.999062,2093.897638,1406.973251,-0.570656315,0.059767532,-9.547931685,1.32E-21,1.05E-19
WBGene00002999,lin-10,1185.891652,1444.415837,928.0944293,-0.634091792,0.066472278,-9.539191568,1.44E-21,1.14E-19
WBGene00219886,F09E10.15,319.4518036,65.29834099,574.3099906,2.71288561,0.284597494,9.532359457,1.54E-21,1.21E-19
WBGene00010838,M03C11.1,213.289274,336.4615411,91.19872366,-1.783457922,0.187274439,-9.52323197,1.68E-21,1.32E-19
WBGene00004487,rps-18,58448.17682,44220.6573,72675.59623,0.710993276,0.074709347,9.516791485,1.79E-21,1.39E-19
WBGene00015678,mcp-1,197.03672,281.790818,112.381617,-1.290240119,0.135736316,-9.505489468,1.99E-21,1.55E-19
WBGene00022106,lgc-46,225.3441676,317.588483,133.7989772,-1.21713144,0.128068589,-9.503746776,2.02E-21,1.57E-19
WBGene00000845,cup-4,269.9101065,388.133894,151.6300851,-1.317610494,0.138682097,-9.500941503,2.08E-21,1.60E-19
WBGene00006774,unc-38,164.2350845,251.0292302,76.52558547,-1.637077093,0.172310256,-9.500752461,2.08E-21,1.60E-19
WBGene00011382,dop-5,212.4566394,308.5868768,115.663382,-1.3719851,0.144529281,-9.492782974,2.25E-21,1.72E-19
WBGene00002081,ina-1,1282.519525,1674.803695,890.5255551,-0.899392773,0.094893238,-9.477943785,2.59E-21,1.98E-19
WBGene00002194,kin-6,22.29944635,0.153291561,44.81490676,3.729279717,0.394010408,9.464926914,2.94E-21,2.23E-19
WBGene00001494,frm-8,486.3713772,648.7632437,325.0045519,-0.981569317,0.104074996,-9.431365402,4.05E-21,3.06E-19
WBGene00009508,row-1,451.1955982,614.942013,286.3746788,-1.081369239,0.11473276,-9.42511309,4.30E-21,3.23E-19
WBGene00016704,hosl-1,642.89201,861.6280891,425.7327611,-1.00030857,0.106726056,-9.37267436,7.07E-21,5.30E-19
WBGene00004285,rab-37,111.661435,176.9825869,46.30983695,-1.821962936,0.194572643,-9.363921402,7.68E-21,5.74E-19
WBGene00009122,tct-1,50911.50168,34940.49107,66882.4225,0.923509747,0.098714886,9.355324058,8.33E-21,6.20E-19
WBGene00004448,rpl-34,29280.05434,20881.14227,37678.24388,0.841572973,0.089977272,9.353172854,8.51E-21,6.30E-19
WBGene00000527,cle-1,802.7212354,1110.154056,496.9716105,-1.134602649,0.121410045,-9.345212325,9.17E-21,6.77E-19
WBGene00220123,W06H8.16,27.46713559,1.648577609,53.53227466,3.410156862,0.365187588,9.338096283,9.81E-21,7.21E-19
WBGene00003596,ngp-1,6244.112899,4848.781553,7641.458382,0.651631561,0.069788683,9.337209593,9.89E-21,7.24E-19
WBGene00007778,C27D8.2,50.49150852,9.119024962,92.36434442,2.803358662,0.300511347,9.328628334,1.07E-20,7.83E-19
WBGene00007235,ahsa-1,5955.963893,4657.86155,7253.223915,0.634698475,0.06807743,9.323184981,1.13E-20,8.21E-19
WBGene00011507,T05H10.1,2843.00605,3500.384646,2185.092372,-0.67469641,0.072371908,-9.322628412,1.13E-20,8.22E-19
WBGene00004959,spe-5,123.1863932,48.54545799,197.9258147,1.897840449,0.203988677,9.303655859,1.36E-20,9.79E-19
WBGene00022516,mtx-2,1475.37417,1120.277085,1831.782146,0.703543775,0.075695576,9.294384363,1.48E-20,1.06E-18
WBGene00007474,C08H9.15,369.2852476,566.8213347,171.4044733,-1.644174196,0.177025572,-9.287777897,1.58E-20,1.13E-18
WBGene00006624,try-6,47.63359473,6.927652449,88.07770865,2.966262933,0.319472848,9.28486708,1.62E-20,1.15E-18
WBGene00000276,byn-1,4777.526251,3969.862235,5584.431641,0.490347992,0.052882728,9.272365664,1.82E-20,1.29E-18
WBGene00010784,twk-48,315.5772788,448.9733628,180.8407586,-1.275164839,0.137798978,-9.253804752,2.17E-20,1.53E-18
WBGene00004473,rps-4,71668.65493,53118.6342,90217.14509,0.75677998,0.08198015,9.231258752,2.67E-20,1.89E-18
WBGene00011868,best-18,559.467389,394.6222619,723.3802094,0.86320782,0.09357462,9.224807081,2.84E-20,2.00E-18
WBGene00000836,cul-1,1475.55975,1901.958638,1048.49141,-0.848649191,0.092025515,-9.221890198,2.92E-20,2.04E-18
WBGene00012528,pap-1,1664.422672,2237.613665,1091.085058,-1.017740067,0.110682822,-9.195104092,3.75E-20,2.61E-18
WBGene00008603,F09B9.4,2185.409638,1672.652501,2698.320266,0.68441988,0.074455906,9.19228467,3.85E-20,2.67E-18
WBGene00004890,smp-2,1265.926195,1695.923215,835.3889638,-1.00382,0.109270994,-9.186518415,4.06E-20,2.81E-18
WBGene00007750,syg-2,697.3097197,899.4808713,496.5417648,-0.846652619,0.092189939,-9.183785392,4.16E-20,2.87E-18
WBGene00000069,acy-2,117.8660833,179.4013135,56.07915749,-1.600483111,0.17460175,-9.166478062,4.89E-20,3.36E-18
WBGene00002244,laf-1,4303.695697,5632.316906,2976.262358,-0.907130646,0.099134965,-9.150461178,5.67E-20,3.88E-18
WBGene00011719,T11G6.4,641.5335361,910.3713274,373.0181873,-1.251747639,0.136922003,-9.142048863,6.13E-20,4.18E-18
WBGene00000552,cmd-1,9741.086336,12059.06231,7424.44955,-0.693942769,0.076006646,-9.130027481,6.85E-20,4.66E-18
WBGene00001627,gly-2,288.9944129,402.5588772,174.4670928,-1.176785062,0.128967273,-9.124679742,7.19E-20,4.87E-18
WBGene00004949,sox-2,380.2379024,596.1577693,165.6541323,-1.745263541,0.191302608,-9.123051491,7.30E-20,4.93E-18
WBGene00000004,aat-3,850.4864267,1152.124564,548.4313958,-1.050185997,0.115269826,-9.11067566,8.19E-20,5.51E-18
WBGene00017900,F28E10.1,952.259224,1231.419342,672.4622568,-0.861475447,0.094674959,-9.099295714,9.09E-20,6.09E-18
WBGene00002016,hsp-16.2,32390.79576,15.7184774,64765.5735,3.76936407,0.414572927,9.092161661,9.71E-20,6.49E-18
WBGene00007979,imp-1,750.9244178,1065.929369,436.3449342,-1.252622912,0.137781299,-9.091385572,9.78E-20,6.51E-18
WBGene00012136,T28F4.1,985.3317236,1283.372167,688.4915539,-0.886055132,0.097560864,-9.082075516,1.07E-19,7.07E-18
WBGene00001645,gly-20,1206.255979,1732.358461,679.8914345,-1.308025558,0.144162906,-9.07324634,1.16E-19,7.64E-18
WBGene00000279,cah-1,99.70796898,163.2566889,36.73002911,-1.990281481,0.219511428,-9.066869531,1.22E-19,8.07E-18
WBGene00020506,dop-3,64.92506167,109.9746849,19.94303066,-2.221793794,0.245314977,-9.056902353,1.34E-19,8.81E-18
WBGene00004060,pmp-3,1011.357266,1377.584003,646.6629297,-1.068888491,0.11809757,-9.050893188,1.42E-19,9.28E-18
WBGene00021983,npr-5,384.9162161,531.6967724,237.0461086,-1.13841352,0.125807299,-9.048867014,1.44E-19,9.42E-18
WBGene00016942,C55B7.3,802.2345618,389.0673217,1216.561755,1.570539347,0.173670984,9.043187914,1.52E-19,9.89E-18
WBGene00003821,nst-1,5483.702156,4460.381145,6506.50905,0.541905387,0.059970225,9.036240614,1.62E-19,1.05E-17
WBGene00001612,glr-1,131.2894588,204.6361685,57.7276766,-1.723858031,0.191093015,-9.021041545,1.86E-19,1.20E-17
WBGene00013187,npr-34,54.80580922,96.32046045,12.96973378,-2.506455499,0.277864644,-9.020418932,1.87E-19,1.20E-17
WBGene00022603,gck-2,709.6012549,911.9668928,507.7836561,-0.834310672,0.092530208,-9.01663029,1.94E-19,1.24E-17
WBGene00011268,pde-12,477.9011575,607.4372114,347.9521623,-0.794812182,0.088188538,-9.012647211,2.01E-19,1.28E-17
WBGene00017304,nmad-1,687.206847,491.4817892,882.2683641,0.833638543,0.092493954,9.0128977,2.01E-19,1.28E-17
WBGene00001794,gta-1,13540.35695,11025.05693,16056.53266,0.539584391,0.05987358,9.012061644,2.02E-19,1.28E-17
WBGene00009716,F44G4.7,49.8165447,91.26201349,8.913665222,-2.77179946,0.307696429,-9.008227581,2.09E-19,1.32E-17
WBGene00004010,pha-1,668.0803101,861.5548814,473.1777295,-0.853317184,0.094756462,-9.005371927,2.15E-19,1.35E-17
WBGene00017653,F21C10.3,152.0975542,232.1224829,72.22476862,-1.603731409,0.178176957,-9.000778977,2.24E-19,1.41E-17
WBGene00016684,nlp-43,209.3855004,313.4853834,104.0782547,-1.522047284,0.169496853,-8.97979671,2.71E-19,1.70E-17
WBGene00009589,F40F11.4,92.53437853,5.686974223,179.6143844,3.384738574,0.377418258,8.968136825,3.02E-19,1.88E-17
WBGene00010350,H01G02.3,144.0182346,226.5011216,60.9002153,-1.780195604,0.198598185,-8.963806005,3.14E-19,1.95E-17
WBGene00002105,ins-22,45.65147878,81.35898329,9.855467261,-2.590814118,0.289052662,-8.963121464,3.16E-19,1.96E-17
WBGene00022300,Y76B12C.6,243.7489934,353.0541175,135.3749561,-1.337407531,0.149243272,-8.961258431,3.21E-19,1.98E-17
WBGene00045272,F59C12.4,743.280425,222.7079852,1264.718964,2.253110435,0.251550912,8.956876429,3.34E-19,2.06E-17
WBGene00016448,C35D10.12,87.39759669,139.2430966,35.29295069,-1.849087624,0.206525291,-8.953322952,3.45E-19,2.12E-17
WBGene00019324,K02F2.5,1022.470454,1379.986871,664.8024647,-1.03314179,0.115598343,-8.937340827,3.99E-19,2.44E-17
WBGene00017240,calu-2,425.0760279,557.0006707,292.5600613,-0.914803892,0.102399393,-8.933684722,4.12E-19,2.51E-17
WBGene00001834,hda-1,1606.803804,2006.746795,1207.042435,-0.726391288,0.081320727,-8.932424902,4.17E-19,2.53E-17
WBGene00006306,sue-1,350.4478689,538.9822375,161.2771724,-1.650678091,0.184941743,-8.925394916,4.44E-19,2.69E-17
WBGene00016888,znf-598,1642.909776,2027.769336,1258.527205,-0.68236309,0.07647424,-8.922783601,4.55E-19,2.75E-17
WBGene00018474,cnep-1,1162.707829,1487.354092,838.6821043,-0.816544542,0.091531356,-8.920926986,4.62E-19,2.78E-17
WBGene00002147,ire-1,1222.164198,1464.180879,979.5988185,-0.576351899,0.064624314,-8.918499328,4.73E-19,2.84E-17
WBGene00001726,grl-17,52.32314165,8.650073069,96.45743901,2.835729031,0.318292559,8.909190472,5.14E-19,3.08E-17
WBGene00002013,hsp-12.6,73.0526177,1.69880211,144.347518,3.557435736,0.399313801,8.908872498,5.16E-19,3.08E-17
WBGene00004436,rpl-24.1,53870.14294,41335.86561,66402.18033,0.678124143,0.076174337,8.902265145,5.47E-19,3.25E-17
WBGene00000380,cct-5,21742.81001,17687.46068,25796.64397,0.541563208,0.060848416,8.90020217,5.57E-19,3.30E-17
WBGene00000905,daf-9,409.1110485,621.9702976,195.2902443,-1.590833732,0.178749931,-8.899772586,5.60E-19,3.31E-17
WBGene00006379,sys-1,354.8979524,243.0548747,467.1102891,0.927582366,0.10439861,8.885006822,6.39E-19,3.77E-17
WBGene00011681,T10B10.4,769.2484774,1106.564374,432.8788189,-1.310588611,0.147531535,-8.883447236,6.48E-19,3.81E-17
WBGene00017314,lgc-39,369.346833,486.0141728,252.9724766,-0.927093917,0.104481138,-8.873313761,7.10E-19,4.16E-17
WBGene00003072,lrp-2,2072.947272,2826.737447,1318.922153,-1.076041659,0.121607316,-8.848494403,8.87E-19,5.17E-17
WBGene00016469,C36B7.6,1435.131723,2101.524878,767.8220475,-1.398723594,0.158077902,-8.848318283,8.88E-19,5.17E-17
WBGene00009140,F26A3.1,1108.093344,834.2000807,1381.622017,0.720931367,0.081481738,8.847766161,8.93E-19,5.18E-17
WBGene00017389,lgc-38,83.68494291,133.9811397,33.07115221,-1.875814327,0.212586905,-8.823752954,1.11E-18,6.40E-17
WBGene00005002,spp-17,9193.276617,6632.560262,11753.54572,0.815241995,0.092531405,8.810435697,1.25E-18,7.19E-17
WBGene00009441,wdr-48,375.844172,508.0774719,244.9176595,-1.031596514,0.117470517,-8.781748284,1.61E-18,9.25E-17
WBGene00010960,atp-6,57722.542,38185.64251,77258.328,0.9975715,0.113601068,8.781356665,1.62E-18,9.26E-17
WBGene00013144,pno-1,3513.402714,2620.09945,4405.068894,0.741778167,0.084732854,8.754315815,2.05E-18,1.17E-16
WBGene00001823,hap-1,765.7284804,590.940483,939.9048366,0.663944318,0.075925725,8.744655652,2.24E-18,1.27E-16
WBGene00003391,mog-3,464.7835873,609.7864226,318.8848885,-0.920214588,0.105255537,-8.742671506,2.28E-18,1.29E-16
WBGene00000419,ced-5,1063.837418,1315.486892,812.2562058,-0.68934768,0.078918712,-8.734907931,2.44E-18,1.38E-16
WBGene00004485,rps-16,58305.84657,41110.40506,75499.52496,0.864507355,0.09903773,8.729070758,2.57E-18,1.45E-16
WBGene00006169,str-118,25.12793753,0.555064978,50.00074586,3.437020111,0.393777328,8.728334187,2.58E-18,1.45E-16
WBGene00021528,gbb-1,572.8786749,743.234824,401.9032262,-0.874067308,0.100160821,-8.726638822,2.62E-18,1.47E-16
WBGene00018037,chtl-1,243.4791813,395.2911681,92.76323404,-1.93171482,0.22183586,-8.707856444,3.10E-18,1.73E-16
WBGene00000288,cal-4,343.0762409,486.7064773,198.3624239,-1.255093904,0.144243313,-8.701227636,3.28E-18,1.83E-16
WBGene00004034,pkc-3,1615.814362,1970.485073,1259.668979,-0.640472256,0.073604448,-8.70154287,3.27E-18,1.83E-16
WBGene00003754,nlp-16,781.7606597,1022.816661,540.8851249,-0.904634279,0.104336545,-8.670349214,4.31E-18,2.39E-16
WBGene00007664,seb-3,236.5456966,328.8995646,143.9384164,-1.160783977,0.133895369,-8.669336225,4.35E-18,2.40E-16
WBGene00021533,Y42G9A.3,659.3684022,1080.362089,237.3467003,-2.003582514,0.231192956,-8.666278366,4.46E-18,2.46E-16
WBGene00023401,ZK380.t2,94.63825202,18.84445631,171.1636878,2.659677433,0.30713019,8.659772045,4.73E-18,2.60E-16
WBGene00013456,Y67A10A.7,83.49583853,131.3368052,35.70715909,-1.759079666,0.203173514,-8.658016663,4.80E-18,2.63E-16
WBGene00001444,flp-1,2220.345325,1708.113288,2730.897818,0.671073381,0.077769846,8.628966275,6.19E-18,3.38E-16
WBGene00007529,C11H1.3,1056.198736,1389.164447,724.2552289,-0.923983336,0.107162186,-8.622289006,6.56E-18,3.57E-16
WBGene00009498,tat-5,2665.482191,3517.685755,1814.712369,-0.938456876,0.108839761,-8.622371748,6.56E-18,3.57E-16
WBGene00000367,cca-1,853.0744142,1106.670232,597.9458621,-0.874867864,0.101479453,-8.621133045,6.63E-18,3.59E-16
WBGene00000280,cah-2,146.4458163,212.5438589,80.36823652,-1.351667597,0.156874258,-8.616248533,6.92E-18,3.74E-16
WBGene00010911,M106.3,2075.573369,1397.165011,2755.250238,0.961927,0.111649682,8.615582075,6.96E-18,3.75E-16
WBGene00014179,ZK1010.5,23.288252,0.153291622,46.87048464,3.479650663,0.404124037,8.610353129,7.28E-18,3.91E-16
WBGene00000259,bpl-1,536.1694699,713.6882387,357.6907528,-0.977843547,0.113572414,-8.609868465,7.31E-18,3.92E-16
WBGene00003549,nas-31,218.0592354,305.1019562,131.6800099,-1.178804883,0.137018451,-8.603256515,7.75E-18,4.14E-16
WBGene00014941,Y67H2A.9,1044.39495,751.3954641,1335.418081,0.818765962,0.095180072,8.602283519,7.81E-18,4.16E-16
WBGene00009027,F21G4.6,659.9728231,836.8513796,482.5433757,-0.784748809,0.091249599,-8.6000247,7.97E-18,4.24E-16
WBGene00016979,C56G2.4,167.9597813,243.4845579,92.16063116,-1.35010688,0.157058427,-8.59620784,8.24E-18,4.37E-16
WBGene00005019,sqv-1,389.5092638,526.8918362,251.9555701,-1.041470846,0.121287491,-8.586795206,8.94E-18,4.73E-16
WBGene00007115,B0198.2,63.97288559,106.4994993,21.52170705,-2.086259481,0.243137221,-8.58058454,9.44E-18,4.97E-16
WBGene00012289,W05H12.1,859.4290014,1123.389275,594.2894979,-0.903785703,0.105440705,-8.571506666,1.02E-17,5.37E-16
WBGene00019218,madf-3,374.5849337,270.8258736,477.8273064,0.808560227,0.094409268,8.564415828,1.09E-17,5.69E-16
WBGene00017703,F22E5.1,291.4155436,412.6879363,169.4324836,-1.244271108,0.145302474,-8.563316734,1.10E-17,5.73E-16
WBGene00015866,C16E9.2,182.6610816,254.8294747,110.1202206,-1.176721742,0.13749871,-8.558056597,1.15E-17,5.98E-16
WBGene00014989,best-23,200.9644438,287.2088575,114.8121646,-1.279033214,0.149532264,-8.553560121,1.19E-17,6.20E-16
WBGene00011575,madf-4,65.11620165,106.2457299,23.93372669,-1.968427487,0.230289514,-8.547621015,1.26E-17,6.51E-16
WBGene00001515,gap-1,284.371209,397.4778195,171.0205967,-1.182331364,0.138551895,-8.533491102,1.42E-17,7.34E-16
WBGene00004450,rpl-36,36105.0992,25462.03475,46746.07328,0.863483864,0.101220818,8.530694423,1.45E-17,7.48E-16
WBGene00019971,ergo-1,1075.855542,1349.989786,801.4863684,-0.743940412,0.087205015,-8.530936144,1.45E-17,7.48E-16
WBGene00005663,sars-1,8933.525842,7296.570351,10570.22493,0.531729377,0.062372161,8.525107513,1.53E-17,7.83E-16
WBGene00004494,rps-25,92154.91504,62691.93462,121617.057,0.939104753,0.110256328,8.51746809,1.63E-17,8.34E-16
WBGene00019426,cutl-16,183.3263392,288.0538993,77.80266172,-1.763433067,0.207154883,-8.512630934,1.70E-17,8.67E-16
WBGene00019360,neto-1,46.60140164,82.17116172,10.68538545,-2.492636536,0.292834724,-8.512093448,1.71E-17,8.69E-16
WBGene00002048,ida-1,2369.876719,2902.605625,1838.989774,-0.652855624,0.076730106,-8.508467641,1.76E-17,8.94E-16
WBGene00006864,npr-16,75.36695596,122.5115021,28.04141354,-1.949523332,0.229163828,-8.507116279,1.78E-17,9.02E-16
WBGene00004488,rps-19,42473.65701,30415.62019,54529.83375,0.83060642,0.097654852,8.505531523,1.81E-17,9.12E-16
WBGene00004437,rpl-24.2,2601.720314,2033.422838,3169.281656,0.635100917,0.074716589,8.500132679,1.89E-17,9.53E-16
WBGene00001630,gly-5,2215.183231,2629.005949,1802.650728,-0.541223692,0.063726721,-8.492884605,2.02E-17,1.01E-15
WBGene00021840,pign-1,394.2809916,562.4085517,226.6052785,-1.268178094,0.149410853,-8.487857928,2.10E-17,1.05E-15
WBGene00008454,E02A10.4,159.8069053,237.0167422,82.55328393,-1.454474154,0.171401943,-8.4857507,2.14E-17,1.07E-15
WBGene00022389,pde-6,1316.402776,1890.957684,742.7189977,-1.30109799,0.153708837,-8.464692166,2.57E-17,1.28E-15
WBGene00014033,arrd-15,77.56544908,129.0349072,25.3954091,-2.107905789,0.249052006,-8.463717378,2.59E-17,1.29E-15
WBGene00004830,slo-1,923.2211438,1173.198519,675.2037398,-0.787089468,0.093020112,-8.461497783,2.64E-17,1.31E-15
WBGene00044472,dct-8,42.11015864,2.192554138,82.39713795,3.278581657,0.387687823,8.456756858,2.75E-17,1.36E-15
WBGene00003747,nlp-9,407.9651851,525.5680479,290.825682,-0.84146536,0.099563997,-8.451502432,2.88E-17,1.42E-15
WBGene00044374,C17F4.12,18.42765427,0.553936885,36.09387072,3.290670625,0.39010546,8.43533598,3.30E-17,1.62E-15
WBGene00004492,rps-23,98251.23735,67313.36921,129188.0335,0.924106076,0.109556488,8.434973549,3.31E-17,1.62E-15
WBGene00219729,anr-44,25.42383732,2.758043975,47.80066717,2.993623534,0.354949947,8.433931481,3.34E-17,1.63E-15
WBGene00016961,vps-32.1,2767.171599,2233.774136,3301.040522,0.559868227,0.066405023,8.431112587,3.42E-17,1.67E-15
WBGene00003630,nhr-40,898.997706,1118.919509,680.1156461,-0.71088671,0.084349315,-8.427889571,3.52E-17,1.71E-15
WBGene00004420,rpl-9,44447.06965,34926.02658,53968.42056,0.622877994,0.073912192,8.427269922,3.54E-17,1.72E-15
WBGene00001680,gpb-2,928.3275425,1157.666681,700.1842427,-0.717820187,0.085188449,-8.42626192,3.57E-17,1.73E-15
WBGene00016540,C39F7.5,165.0802686,246.0687981,83.9057513,-1.480003279,0.175762125,-8.42049036,3.75E-17,1.81E-15
WBGene00009216,F28D1.6,128.6121356,192.6738659,64.59283046,-1.500804139,0.178518788,-8.40698146,4.21E-17,2.02E-15
WBGene00020919,set-19,878.7687541,1094.458868,664.2037396,-0.713044838,0.084815802,-8.406981067,4.21E-17,2.02E-15
WBGene00002212,kin-31,28.69641157,3.621920561,53.47086906,2.915109036,0.346930806,8.402566115,4.37E-17,2.09E-15
WBGene00006462,svh-5,543.0131376,718.4398087,367.4794326,-0.949184878,0.113119461,-8.390995418,4.82E-17,2.30E-15
WBGene00022884,ZK1248.17,21.09710522,0.298570649,42.15962654,3.356443219,0.400414622,8.382419215,5.19E-17,2.47E-15
WBGene00004944,sol-1,173.4037567,253.6283464,93.63391961,-1.379514093,0.164659222,-8.377994721,5.38E-17,2.56E-15
