Gene,Name,baseMean,baseMean_N2_OP50,baseMean_N2_S-macescens_Db10,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00004397,rol-6,394.6781398,57.39975492,611.5631653,3.3565419,0.229536278,14.62314339,2.00E-48,1.44E-46
WBGene00000503,cht-1,959.8633982,1826.866904,381.5390343,-2.242962062,0.154111155,-14.55418372,5.49E-48,3.94E-46
WBGene00018755,bcmo-2,360.4484766,66.80975153,556.6028084,3.017793736,0.207915893,14.51449281,9.81E-48,7.01E-46
WBGene00017764,F25A2.1,157.459623,2.949411484,262.0636747,6.064714391,0.419185047,14.4678691,1.93E-47,1.38E-45
WBGene00020674,T22B7.7,1081.971918,295.5818311,1614.675882,2.428421192,0.168079069,14.44808804,2.58E-47,1.83E-45
WBGene00004133,abu-13,350.9169651,62.23412554,541.869427,3.076990753,0.213739177,14.39600729,5.48E-47,3.86E-45
WBGene00001070,dpy-8,300.6302282,32.89452746,470.754028,3.754945284,0.261547932,14.35662385,9.68E-47,6.79E-45
WBGene00015755,C14B9.10,4533.190695,9030.035271,1520.65111,-2.545102024,0.17729225,-14.35540485,9.85E-47,6.88E-45
WBGene00044921,F53C11.9,679.3943175,1347.535657,240.8676766,-2.461573348,0.171752971,-14.33205689,1.38E-46,9.59E-45
WBGene00018398,sptl-2,421.7212917,81.99356508,653.8021581,2.955749713,0.206258293,14.33033152,1.41E-46,9.79E-45
WBGene00001067,dpy-5,631.2216542,119.9831873,963.6892671,2.965411232,0.207630527,14.28215437,2.83E-46,1.95E-44
WBGene00004096,pqm-1,1696.427534,571.1492776,2445.507523,2.08441953,0.146174619,14.25979112,3.90E-46,2.67E-44
WBGene00002013,hsp-12.6,158.9362183,364.9482774,20.8015993,-4.027881141,0.282568794,-14.25451511,4.20E-46,2.87E-44
WBGene00044242,C54C8.12,440.7988822,889.9434719,143.8032647,-2.602600559,0.182663669,-14.24804714,4.61E-46,3.14E-44
WBGene00004454,rpl-36.A,72824.42806,134947.5718,31399.43605,-2.089605344,0.147119625,-14.20344392,8.72E-46,5.91E-44
WBGene00010963,nduo-4,1382.184156,354.0786898,2073.724172,2.525028279,0.177950866,14.18946887,1.06E-45,7.18E-44
WBGene00019630,emb-1,1390.74234,2610.81813,571.6968299,-2.175166541,0.153952542,-14.12881207,2.52E-45,1.69E-43
WBGene00012371,W09G3.8,581.9013125,1209.904684,153.5969801,-2.937322644,0.208158773,-14.11097211,3.25E-45,2.17E-43
WBGene00044471,F56D6.9,144.678392,344.4032095,5.887299262,-5.557173021,0.394014254,-14.10398979,3.59E-45,2.39E-43
WBGene00015756,C14C6.2,591.6623468,144.4617489,883.8454768,2.585622073,0.183426889,14.09619974,4.01E-45,2.66E-43
WBGene00017121,cyc-2.1,15987.81228,30301.59376,6432.067458,-2.218962482,0.15758261,-14.08126492,4.95E-45,3.27E-43
WBGene00001076,dpy-17,242.0509413,516.6231249,56.53836781,-3.142332956,0.223218326,-14.07739682,5.23E-45,3.44E-43
WBGene00001243,elo-5,3096.116697,832.3692551,4615.888321,2.448170643,0.174243776,14.05026163,7.67E-45,5.02E-43
WBGene00001240,elo-2,2991.515794,1028.816769,4308.774876,2.052761679,0.146148353,14.04573936,8.18E-45,5.33E-43
WBGene00235133,T26H5.14,471.0734941,945.2407398,156.3473742,-2.569065569,0.183126801,-14.02888901,1.04E-44,6.73E-43
WBGene00009429,irg-5,313.5079805,51.44604734,489.8326841,3.197120211,0.228565748,13.98774857,1.85E-44,1.20E-42
WBGene00000039,acn-1,553.7397402,138.655275,829.2764884,2.553771884,0.182970606,13.95727948,2.84E-44,1.83E-42
WBGene00007867,C32H11.4,371.6335079,76.69121335,568.6835745,2.85261221,0.204421094,13.95458832,2.95E-44,1.89E-42
WBGene00003738,nid-1,1064.081574,331.0544467,1558.297881,2.217442461,0.159166258,13.93161147,4.07E-44,2.60E-42
WBGene00011362,cest-1.1,235.0259024,26.55813302,378.7731526,3.745957114,0.269066862,13.92203072,4.65E-44,2.96E-42
WBGene00044737,ttr-45,6747.664383,12528.57924,2883.459749,-2.104453873,0.151163865,-13.92167286,4.68E-44,2.96E-42
WBGene00013947,ZK228.4,174.9063644,17.22113558,280.4152751,3.922146762,0.28222802,13.89708491,6.60E-44,4.16E-42
WBGene00044073,tag-244,405.5769441,77.89630188,631.7947456,2.977382336,0.214436027,13.88471132,7.84E-44,4.92E-42
WBGene00020516,T15B7.1,554.5688948,132.3963066,843.3506085,2.641617671,0.190261127,13.88416915,7.90E-44,4.94E-42
WBGene00001099,dsc-4,1076.688835,331.0188517,1577.783095,2.235030278,0.161135847,13.87047215,9.56E-44,5.96E-42
WBGene00015469,C05D2.8,1009.563421,308.4398879,1482.51776,2.246598725,0.16240284,13.83349405,1.60E-43,9.93E-42
WBGene00023469,C16A3.11,761.0348253,1536.932855,232.5303478,-2.692091362,0.195489797,-13.77100702,3.81E-43,2.35E-41
WBGene00020374,serp-1.2,3115.233976,5670.763099,1413.007794,-1.991742715,0.1454718,-13.69160696,1.14E-42,7.01E-41
WBGene00017591,F19C7.1,5929.462219,1758.782218,8696.579584,2.285963349,0.167133867,13.67743946,1.38E-42,8.49E-41
WBGene00001075,dpy-14,309.4472603,640.651347,89.1365934,-2.808402465,0.205557244,-13.66238628,1.70E-42,1.04E-40
WBGene00010660,K08D8.6,1110.54009,302.8164863,1659.506477,2.430379432,0.178015986,13.6525909,1.95E-42,1.18E-40
WBGene00002056,ifc-2,3422.104941,1218.096197,4884.000511,1.990310319,0.145864728,13.64490476,2.16E-42,1.31E-40
WBGene00019895,aagr-2,2375.444903,661.0032324,3531.743383,2.39484583,0.175510057,13.64506327,2.16E-42,1.31E-40
WBGene00022680,ZK180.6,405.0846533,82.22736978,616.5755976,2.866998829,0.210133606,13.64369498,2.20E-42,1.32E-40
WBGene00023068,rpl-41.2,40528.78289,84721.00715,11051.81178,-2.897462158,0.212450342,-13.63830311,2.37E-42,1.42E-40
WBGene00008167,acox-1.5,630.2425128,166.0468399,944.6032946,2.482345642,0.182126989,13.62975169,2.66E-42,1.59E-40
WBGene00023450,T12D8.10,723.7759092,1459.498393,222.0382964,-2.683317466,0.197903446,-13.55872029,7.04E-42,4.18E-40
WBGene00007682,C18D11.6,349.9343831,730.0273527,87.54539448,-3.012263411,0.222427033,-13.54270373,8.75E-42,5.18E-40
WBGene00013559,Y75B8A.28,240.9972436,21.97330828,394.1539015,4.045945389,0.298909893,13.53566904,9.63E-42,5.68E-40
WBGene00019272,H42K12.3,435.2549165,94.78445548,660.3174541,2.764403127,0.204729063,13.50273911,1.51E-41,8.85E-40
WBGene00013984,ZK512.4,922.5985185,1734.951346,373.4048643,-2.197864183,0.163029127,-13.4814203,2.01E-41,1.18E-39
WBGene00004497,rps-28,102112.4008,192537.3545,41815.37381,-2.18521349,0.162191522,-13.4730439,2.25E-41,1.31E-39
WBGene00011107,R07E3.6,210.963959,25.12979858,335.203707,3.648282594,0.270977787,13.46340093,2.57E-41,1.49E-39
WBGene00004264,qua-1,358.8511446,76.34020059,545.6488474,2.798575368,0.208130694,13.44624047,3.24E-41,1.87E-39
WBGene00004452,rpl-38,34978.60441,66963.40919,13642.25313,-2.274971709,0.16960618,-13.41325956,5.06E-41,2.92E-39
WBGene00018393,msra-1,838.716261,269.1770219,1217.688339,2.160109362,0.161071745,13.41085219,5.22E-41,3.00E-39
WBGene00001790,gst-42,474.191448,118.0087257,709.2689122,2.558415733,0.190798801,13.40897173,5.36E-41,3.07E-39
WBGene00007818,C30F2.4,168.494266,11.55643925,266.8311663,4.367078353,0.326509879,13.37502669,8.46E-41,4.82E-39
WBGene00013081,txt-14,2186.004688,4399.702966,695.2625481,-2.62971172,0.197063952,-13.34445844,1.28E-40,7.25E-39
WBGene00007449,C08F8.9,479.8021332,1010.79212,115.1477152,-3.08130703,0.231046083,-13.33633097,1.42E-40,8.05E-39
WBGene00014472,MTCE.33,1243.207991,403.6788628,1807.70676,2.145565023,0.161096458,13.31851147,1.81E-40,1.02E-38
WBGene00000675,col-101,4383.94419,1110.699131,6551.15891,2.530963715,0.191867856,13.19118152,9.86E-40,5.54E-38
WBGene00010738,K10D3.4,355.0309926,737.7689694,90.66899561,-2.976048841,0.225703191,-13.18567463,1.06E-39,5.94E-38
WBGene00007883,C33A12.4,595.85748,1141.211846,237.144312,-2.246552026,0.17040656,-13.18348324,1.09E-39,6.09E-38
WBGene00023067,rpl-41.1,2191.364533,4564.538871,594.4589909,-2.896535855,0.219888818,-13.17272923,1.26E-39,7.00E-38
WBGene00015122,B0302.5,711.2072529,209.8713547,1040.723125,2.288443806,0.173806471,13.16662028,1.37E-39,7.56E-38
WBGene00000967,dhs-3,885.2103974,266.5518457,1305.793774,2.27162129,0.172575478,13.16305951,1.43E-39,7.90E-38
WBGene00014669,zipt-2.1,704.7921105,210.7194383,1037.118276,2.277810322,0.17317062,13.15356108,1.62E-39,8.93E-38
WBGene00018647,F49F1.7,130.3349786,8.830274081,210.113675,4.4045299,0.335022247,13.14697738,1.77E-39,9.70E-38
WBGene00008132,gale-1,782.631405,251.0253518,1134.229807,2.157556734,0.164415551,13.12258313,2.44E-39,1.33E-37
WBGene00009982,F53F1.4,1956.916239,571.1065749,2868.331506,2.305869125,0.176383867,13.07301603,4.70E-39,2.56E-37
WBGene00021590,Y46D2A.2,327.0374367,68.37202606,497.1386201,2.820283428,0.216749261,13.0117326,1.05E-38,5.69E-37
WBGene00019148,H03E18.1,193.3825548,25.61899935,304.8944566,3.490345796,0.268279975,13.01008691,1.07E-38,5.79E-37
WBGene00020258,T05E7.1,286.3722946,52.85528273,446.8566633,3.028488758,0.232869516,13.00508888,1.14E-38,6.16E-37
WBGene00008681,scrm-4,358.5529459,87.8177096,539.4886906,2.586955543,0.198958001,13.00252079,1.18E-38,6.35E-37
WBGene00017127,E04F6.8,2909.422981,5063.406216,1472.273169,-1.77188622,0.136397608,-12.99059602,1.38E-38,7.40E-37
WBGene00013867,ZC373.2,50654.67096,104135.4071,14986.39324,-2.757583405,0.212862083,-12.95478919,2.21E-38,1.18E-36
WBGene00011831,T19B10.2,1763.981495,586.5722161,2542.244502,2.098607029,0.16206518,12.94915435,2.38E-38,1.26E-36
WBGene00007964,cyp-25A2,296.438652,64.21128081,453.0878016,2.778190318,0.214939779,12.92543583,3.23E-38,1.71E-36
WBGene00000784,cpr-4,8119.259924,3085.890183,11463.91316,1.880949885,0.145763826,12.90409245,4.27E-38,2.25E-36
WBGene00021263,Y22D7AR.10,16607.68301,32280.26766,6145.251372,-2.368216274,0.183688858,-12.89254176,4.96E-38,2.61E-36
WBGene00008988,F20G2.5,178.466443,19.0131646,290.8696302,3.826750607,0.296844377,12.89143706,5.03E-38,2.64E-36
WBGene00012615,dct-16,23336.17086,4950.182245,35578.06978,2.803476963,0.217701673,12.87760872,6.02E-38,3.14E-36
WBGene00004491,rps-22,21820.78046,43420.42324,7406.305746,-2.521322808,0.195928588,-12.86858053,6.76E-38,3.52E-36
WBGene00009157,F26E4.2,546.6525474,1033.153226,225.4080819,-2.177096701,0.169392884,-12.85235042,8.34E-38,4.33E-36
WBGene00012213,W02D9.7,7673.717983,14222.66099,3297.835342,-2.091360335,0.162965247,-12.83316766,1.07E-37,5.53E-36
WBGene00000829,ctb-1,4108.02248,1446.625209,5887.202978,2.009504273,0.156954902,12.80306797,1.58E-37,8.12E-36
WBGene00044898,let-383,172.2758166,20.97522099,275.0589366,3.620435168,0.283193083,12.78433474,2.01E-37,1.03E-35
WBGene00009215,thn-2,1497.570009,2901.343398,548.2367364,-2.378039734,0.186042802,-12.78221846,2.06E-37,1.05E-35
WBGene00003079,lsm-5,494.7720127,951.7447662,182.491721,-2.357529623,0.184467928,-12.78015996,2.12E-37,1.08E-35
WBGene00003093,lys-4,3780.536697,1559.345598,5264.734235,1.745345749,0.136669524,12.77055559,2.39E-37,1.22E-35
WBGene00044492,Y54G2A.49,230.4740764,39.76124153,362.2037686,3.127322063,0.245401354,12.74370337,3.38E-37,1.71E-35
WBGene00009090,fipr-3,121.3465381,284.0885075,16.5258085,-3.977393666,0.31211774,-12.74324769,3.40E-37,1.72E-35
WBGene00010242,F58D5.2,312.1979469,659.7691285,71.72539591,-3.139984558,0.246539582,-12.73622895,3.72E-37,1.87E-35
WBGene00009926,noah-2,1397.57094,512.3916256,1983.682406,1.938724421,0.153344933,12.6428985,1.22E-36,6.15E-35
WBGene00001449,flp-6,688.0524298,1265.604583,299.5971052,-2.061680968,0.163094322,-12.64103463,1.25E-36,6.27E-35
WBGene00220165,Y47G6A.36,285.997887,583.9072233,81.29881931,-2.800713982,0.221659993,-12.63518031,1.35E-36,6.74E-35
WBGene00015141,ugt-46,312.9048881,72.49908085,475.5371629,2.67607977,0.212083813,12.61802929,1.68E-36,8.35E-35
WBGene00045238,rpr-1,2244.456576,3897.942326,1142.677223,-1.759692139,0.139678055,-12.59820049,2.16E-36,1.07E-34
WBGene00001852,hil-1,616.6003613,1169.880777,253.5826304,-2.18532012,0.174275298,-12.53947146,4.54E-36,2.24E-34
WBGene00021095,mlt-8,373.7666365,79.03027009,561.510523,2.784560831,0.222181587,12.53281547,4.94E-36,2.43E-34
WBGene00022413,Y102A11A.3,1146.031545,300.2255433,1723.042614,2.490389962,0.198911376,12.52009821,5.80E-36,2.84E-34
WBGene00017304,nmad-1,922.1733381,1673.758959,423.8746545,-1.966362015,0.157198099,-12.50881547,6.68E-36,3.27E-34
WBGene00000649,col-73,251.5278648,29.82787949,394.6178949,3.628338225,0.290344397,12.49667036,7.78E-36,3.80E-34
WBGene00004484,rps-15,16689.818,29785.01184,7949.969216,-1.892131069,0.151449766,-12.49345656,8.11E-36,3.94E-34
WBGene00015814,oatr-1,1584.34206,620.0364385,2225.085761,1.831246918,0.146609282,12.49066154,8.40E-36,4.07E-34
WBGene00001716,grl-7,228.1166344,42.22951811,349.2570375,2.993276192,0.239756507,12.48465051,9.05E-36,4.37E-34
WBGene00008595,clec-56,1178.441623,447.942439,1667.34865,1.882887027,0.150897223,12.47794354,9.85E-36,4.74E-34
WBGene00044469,clec-173,405.2529533,113.4789755,600.611042,2.377075819,0.190703867,12.46474891,1.16E-35,5.58E-34
WBGene00019750,M03D4.3,314.1842347,648.9730998,81.48639857,-2.94081051,0.235973217,-12.46247583,1.20E-35,5.72E-34
WBGene00021020,W04B5.3,1347.835092,448.3752006,1940.574461,2.095283177,0.168161557,12.45994161,1.23E-35,5.89E-34
WBGene00017691,ilys-5,9356.38559,3318.233585,13368.12317,1.994404692,0.160121118,12.45560059,1.30E-35,6.20E-34
WBGene00004398,rol-8,624.3105689,95.60697815,964.1631732,3.259912637,0.261960326,12.44429906,1.50E-35,7.12E-34
WBGene00004486,rps-17,38253.41685,66821.24358,19200.01307,-1.787766637,0.143847775,-12.42818417,1.84E-35,8.69E-34
WBGene00189949,Y48G1C.13,915.775209,1690.738434,407.5225108,-2.035745536,0.164280898,-12.39185782,2.89E-35,1.36E-33
WBGene00000558,cnc-4,330.200621,655.4512646,112.9357092,-2.504832247,0.202160853,-12.39029323,2.95E-35,1.39E-33
WBGene00008560,pho-13,114.5853811,7.109141283,188.1559164,4.521424479,0.365444902,12.3723835,3.69E-35,1.73E-33
WBGene00009347,F32H5.1,566.1309297,162.585808,842.8356604,2.347778403,0.189847469,12.36665633,3.96E-35,1.85E-33
WBGene00000067,act-5,15098.65985,4915.492721,21873.12461,2.133941155,0.172566898,12.36587772,4.00E-35,1.86E-33
WBGene00010117,nkb-3,1504.270352,590.3600257,2110.80228,1.82574337,0.147965187,12.33900628,5.58E-35,2.59E-33
WBGene00000652,col-76,487.7991559,138.3796567,714.3088897,2.340973201,0.190265176,12.30373972,8.65E-35,4.00E-33
WBGene00013946,ZK228.3,134.7389941,13.80088468,218.7530016,3.859784751,0.314126419,12.28736114,1.06E-34,4.89E-33
WBGene00016134,C26B9.5,1317.478735,474.6287493,1887.290814,1.975678893,0.160945108,12.27548269,1.23E-34,5.64E-33
WBGene00010539,ttr-2,23748.32005,45952.01959,8930.145148,-2.336952082,0.190389613,-12.27457762,1.24E-34,5.69E-33
WBGene00003702,nhr-112,207.1892583,34.39328054,318.0280095,3.140837398,0.256047326,12.2666284,1.37E-34,6.26E-33
WBGene00009434,F35E12.10,559.2675996,134.7392025,853.1666272,2.625627876,0.214141959,12.26115561,1.46E-34,6.68E-33
WBGene00017755,zip-8,253.8773385,511.2855207,77.95653702,-2.672980774,0.218318801,-12.24347495,1.82E-34,8.28E-33
WBGene00018718,dhcr-24,364.0880823,90.15216106,553.1125018,2.581386783,0.211120807,12.22706005,2.23E-34,1.01E-32
WBGene00007605,hrg-7,538.6526593,160.0672292,797.6836516,2.292321821,0.187517987,12.22454365,2.30E-34,1.04E-32
WBGene00020082,gcp-2.1,1113.099427,409.4205619,1588.9956,1.941351458,0.158890181,12.21819656,2.49E-34,1.12E-32
WBGene00044206,T26H5.9,6869.655193,12556.02172,3092.387791,-2.004723947,0.164789007,-12.16539851,4.75E-34,2.14E-32
WBGene00012968,Y48A6B.7,836.6913578,257.5464849,1214.131958,2.213955516,0.182164491,12.15360635,5.49E-34,2.46E-32
WBGene00194836,C25H3.18,142.3655224,313.6826416,22.08904131,-3.71206964,0.306396795,-12.1152365,8.77E-34,3.92E-32
WBGene00020954,W02G9.4,217.2865737,43.45479962,331.9858894,2.8817303,0.238304773,12.09262517,1.16E-33,5.15E-32
WBGene00021503,ctsa-4.2,336.6702942,61.36563266,527.9872109,3.043268941,0.252043368,12.07438612,1.44E-33,6.41E-32
WBGene00008692,scav-4,191.3468609,32.8583905,295.1580167,3.10020951,0.256919967,12.06682978,1.58E-33,7.01E-32
WBGene00011558,ostf-4,2450.91516,5009.422655,730.0919698,-2.734066898,0.22664893,-12.06300379,1.66E-33,7.32E-32
WBGene00007565,clec-48,794.2958111,262.6533746,1140.885223,2.098953983,0.174178379,12.05060002,1.93E-33,8.48E-32
WBGene00006519,cox-6A,5485.219657,9633.637045,2707.45116,-1.81826994,0.151165238,-12.02836023,2.52E-33,1.11E-31
WBGene00019426,cutl-16,304.1295202,611.9973411,104.6085583,-2.514220085,0.209479268,-12.00223828,3.46E-33,1.51E-31
WBGene00001395,fat-3,2888.158496,4903.696641,1549.450075,-1.652437174,0.137788538,-11.99255904,3.89E-33,1.70E-31
WBGene00011859,T20D3.6,416.4816139,784.272685,170.0258542,-2.183021585,0.182064387,-11.99038218,3.99E-33,1.74E-31
WBGene00021869,vrp-1,1926.574753,746.7523612,2704.563124,1.843082741,0.153774944,11.98558548,4.23E-33,1.84E-31
WBGene00001500,ftn-1,689.8402569,222.490035,995.626412,2.140448352,0.178905442,11.96413218,5.48E-33,2.37E-31
WBGene00006366,sym-1,767.3500922,281.2840304,1090.078344,1.93850076,0.16214625,11.95526111,6.09E-33,2.63E-31
WBGene00020016,lipl-3,180.9303753,375.6597573,50.04980493,-2.856100056,0.238904703,-11.95497625,6.12E-33,2.63E-31
WBGene00003482,mua-3,901.6205444,307.7937999,1305.303759,2.065327544,0.173098851,11.93149193,8.11E-33,3.48E-31
WBGene00011725,lips-5,128.7252774,13.26240927,209.809981,3.852118656,0.323502012,11.90755701,1.08E-32,4.63E-31
WBGene00044680,F30A10.13,482.048307,917.5812804,196.8007806,-2.197688049,0.185516135,-11.84634451,2.25E-32,9.60E-31
WBGene00003886,osm-6,106.1102412,245.8699324,14.95485201,-3.898662689,0.329391333,-11.83596016,2.54E-32,1.08E-30
WBGene00008850,F15B9.6,314.888175,78.30385793,477.8175493,2.571011162,0.217359103,11.82840343,2.78E-32,1.18E-30
WBGene00011006,ugt-47,301.0185031,71.03398378,457.0666097,2.643386813,0.223760648,11.8134571,3.33E-32,1.41E-30
WBGene00020397,pcbd-1,559.5951068,1031.445875,240.1530392,-2.082430538,0.176313422,-11.81095865,3.43E-32,1.45E-30
WBGene00006728,ubq-2,31519.82107,52783.05323,17341.01531,-1.596868753,0.135269005,-11.80513415,3.67E-32,1.55E-30
WBGene00013077,ttr-24,3951.515411,6910.180287,1969.027082,-1.798266902,0.152535405,-11.78917708,4.44E-32,1.87E-30
WBGene00004918,snr-5,1701.769435,2997.485988,828.0778633,-1.841930765,0.156263726,-11.78732139,4.54E-32,1.90E-30
WBGene00002272,lec-9,2820.798372,1138.535682,3932.524521,1.775741406,0.150726972,11.78117876,4.88E-32,2.04E-30
WBGene00003080,lsm-6,1439.636094,2564.702612,679.1668553,-1.901466477,0.161704261,-11.75891384,6.35E-32,2.65E-30
WBGene00004434,rpl-22,9460.420772,16386.33264,4830.838806,-1.750140346,0.148875795,-11.75570782,6.60E-32,2.74E-30
WBGene00021605,Y46H3C.5,478.7761324,887.01079,200.4799076,-2.123696886,0.180960283,-11.73570717,8.36E-32,3.47E-30
WBGene00012212,W02D9.6,1584.5961,3023.63013,611.3525158,-2.279072138,0.194670496,-11.70733205,1.17E-31,4.83E-30
WBGene00017687,ets-4,605.9536473,212.5204062,867.5136086,2.010630153,0.172030142,11.68766202,1.47E-31,6.08E-30
WBGene00219329,K02D10.8,97.78286868,222.6885981,14.26364466,-3.829607469,0.327714629,-11.68579958,1.51E-31,6.20E-30
WBGene00022593,ZC328.3,535.3512313,176.5663553,778.4268177,2.118499548,0.181950002,11.643306,2.48E-31,1.02E-29
WBGene00020340,T08B1.1,475.8937154,150.81671,697.8314452,2.186269214,0.187793242,11.64189504,2.52E-31,1.03E-29
WBGene00000786,cpr-6,12287.34131,5832.804588,16592.3905,1.500552397,0.12902827,11.62964047,2.91E-31,1.19E-29
WBGene00018737,F53B1.4,192.6441558,38.1751565,294.1141242,2.887719739,0.248418513,11.62441438,3.10E-31,1.26E-29
WBGene00007855,C31H5.4,780.4129717,1395.972366,362.3991011,-1.929034874,0.165971393,-11.62269494,3.16E-31,1.28E-29
WBGene00013211,Y54G9A.9,241.6449731,497.1419267,62.94166838,-2.921375196,0.251943287,-11.59536826,4.35E-31,1.76E-29
WBGene00020297,nog-1,4519.446897,7620.830033,2459.461431,-1.621815985,0.13987292,-11.59492481,4.37E-31,1.77E-29
WBGene00016686,cyp-33C1,97.30325734,1.298017672,159.8736956,6.111111004,0.527513549,11.58474701,4.92E-31,1.98E-29
WBGene00023020,F30H5.4,854.1821575,1738.22699,250.7532132,-2.743938497,0.237073336,-11.57421813,5.57E-31,2.24E-29
WBGene00006948,wrt-2,252.4909363,56.48577634,377.9636847,2.694646069,0.232867537,11.57158318,5.74E-31,2.30E-29
WBGene00001910,C50F4.6,797.3208707,1406.420008,395.061998,-1.817936343,0.15751273,-11.54152009,8.15E-31,3.26E-29
WBGene00012518,comt-2,91.67742031,0.982582934,151.4538419,6.338804122,0.54934927,11.53875043,8.41E-31,3.35E-29
WBGene00010960,atp-6,2541.426587,900.6669891,3644.487984,1.997991529,0.173212298,11.53492882,8.80E-31,3.50E-29
WBGene00015949,C18A11.3,183.642142,35.09409536,285.0669453,2.960332762,0.256911136,11.52278881,1.01E-30,4.02E-29
WBGene00004703,rsp-6,1288.243707,2295.134362,607.4445693,-1.901593885,0.165135081,-11.51538407,1.10E-30,4.37E-29
WBGene00001858,hil-7,321.927433,656.5943572,88.30407142,-2.838375122,0.24699687,-11.49154288,1.45E-30,5.74E-29
WBGene00001761,gst-13,510.4232893,145.7438271,763.0265358,2.357578155,0.205268511,11.48533764,1.56E-30,6.15E-29
WBGene00006930,vit-6,601900.2388,266883.9491,825233.6208,1.618628601,0.141053312,11.47529668,1.76E-30,6.89E-29
WBGene00010967,nduo-5,1047.184222,346.6393212,1525.532494,2.115390911,0.184870068,11.442582,2.56E-30,1.00E-28
WBGene00004496,rps-27,27733.67797,51964.0243,11566.85006,-2.144043547,0.187417653,-11.43992316,2.64E-30,1.03E-28
WBGene00012947,Y47H9C.1,103.4596164,7.737490737,170.0239658,4.258796823,0.372421545,11.4354201,2.78E-30,1.08E-28
