Gene,Name,baseMean,baseMean_N2_OP50,baseMean_N2_PA14,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00004418,rpl-7,46518.90024,62620.6467,30417.64774,-1.01982099,0.118133483,-8.63278526,5.99E-18,4.63E-16
WBGene00010791,sodh-2,96.44098756,7.3824933,185.5176915,3.183965908,0.369993559,8.605463072,7.60E-18,5.85E-16
WBGene00021928,Y55F3AM.11,280.5051399,135.6808721,425.4779581,1.563841026,0.181790839,8.602419315,7.81E-18,5.98E-16
WBGene00009119,ndk-1,11119.46902,15567.57758,6671.877535,-1.18626744,0.139399505,-8.509839693,1.74E-17,1.33E-15
WBGene00044644,B0205.13,162.0557186,270.5154937,53.68049476,-2.098545655,0.246684323,-8.507008607,1.78E-17,1.35E-15
WBGene00011340,ugt-30,491.9120963,844.4717938,139.1916383,-2.282332951,0.269172596,-8.479068758,2.27E-17,1.72E-15
WBGene00013900,ugt-18,84.50968756,10.94815559,158.0042473,2.91076603,0.344144487,8.457976647,2.72E-17,2.05E-15
WBGene00015632,C09D4.1,863.4875091,1223.490106,503.6895431,-1.238359798,0.146683234,-8.442408608,3.11E-17,2.33E-15
WBGene00013011,snx-14,937.106954,1269.470242,605.046543,-1.044266378,0.124029055,-8.419530197,3.78E-17,2.82E-15
WBGene00002059,ife-1,4350.244907,5856.244005,2844.601742,-1.01864998,0.121227214,-8.402816053,4.36E-17,3.24E-15
WBGene00010896,M28.5,5950.651804,7762.624478,4138.787487,-0.891960722,0.106261558,-8.39401131,4.70E-17,3.47E-15
WBGene00006529,tba-2,13683.38445,18847.29881,8520.045588,-1.114699918,0.133017745,-8.38008431,5.29E-17,3.89E-15
WBGene00000779,cpn-3,8075.542825,10930.37247,5221.140437,-1.040998336,0.124372711,-8.369989935,5.76E-17,4.22E-15
WBGene00009739,F45H10.2,3055.05223,4091.250119,2019.173617,-0.996951339,0.119205118,-8.363326611,6.10E-17,4.45E-15
WBGene00006539,tbb-6,559.7725824,870.9175114,248.4358761,-1.692357152,0.202558758,-8.35489498,6.55E-17,4.75E-15
WBGene00017434,F13H8.1,376.0295422,182.1939231,569.5128243,1.554702272,0.186520476,8.335290092,7.73E-17,5.59E-15
WBGene00009914,F49H6.13,49.45479335,6.603614602,92.24997471,2.855199608,0.343280491,8.31739549,8.99E-17,6.47E-15
WBGene00010998,R03G8.3,659.4695707,301.6663985,1017.202031,1.645187455,0.198060098,8.306506308,9.86E-17,7.06E-15
WBGene00000063,act-1,15278.75083,19742.66466,10815.25629,-0.854456193,0.10294019,-8.300511145,1.04E-16,7.40E-15
WBGene00011445,T04F8.7,695.1771636,349.5915484,1040.317457,1.493273358,0.180706315,8.263537214,1.41E-16,1.00E-14
WBGene00017892,F28B4.3,53663.94313,35824.41709,71503.95615,0.975984004,0.118479762,8.237558781,1.76E-16,1.24E-14
WBGene00021709,ugt-29,2364.305807,1477.328786,3251.086667,1.106554283,0.134795472,8.209135396,2.23E-16,1.57E-14
WBGene00016797,C50A2.3,94.44281951,162.8409525,25.87549781,-2.29403989,0.279498286,-8.207706483,2.25E-16,1.58E-14
WBGene00008105,C45B11.2,50.79984779,5.86745919,95.63113567,2.906631849,0.354858979,8.190949138,2.59E-16,1.81E-14
WBGene00001604,gln-3,3518.424662,5192.903474,1844.496863,-1.423247983,0.174082218,-8.175722956,2.94E-16,2.05E-14
WBGene00000040,aco-1,11360.19876,15455.52896,7265.287243,-1.06119341,0.129935944,-8.16705048,3.16E-16,2.19E-14
WBGene00019215,H20E11.3,606.0012899,220.3082353,991.4897981,1.964292167,0.240721152,8.160031423,3.35E-16,2.31E-14
WBGene00015455,txt-9,86.58150145,25.21055604,147.9554982,2.224111721,0.272594447,8.159049987,3.38E-16,2.32E-14
WBGene00003702,nhr-112,181.0247012,77.79634315,284.4996893,1.734907158,0.212989105,8.145520671,3.78E-16,2.58E-14
WBGene00018292,F41E6.11,611.705409,849.2873789,373.8403421,-1.148020371,0.140972347,-8.143585567,3.84E-16,2.61E-14
WBGene00021548,trx-4,580.7960278,785.4093394,376.0717624,-1.036392596,0.127290958,-8.141918433,3.89E-16,2.64E-14
WBGene00077593,C49G7.12,299.3141351,59.24997716,539.2680235,2.589288479,0.318486344,8.129982733,4.29E-16,2.90E-14
WBGene00015413,pdhb-1,4882.470953,6709.736802,3055.731969,-1.102973272,0.135803842,-8.121811962,4.59E-16,3.09E-14
WBGene00007947,C35A5.3,391.8976721,619.0132033,164.6688566,-1.765830124,0.217501995,-8.118684724,4.71E-16,3.16E-14
WBGene00004433,rpl-21,38850.99743,51727.7267,25974.81486,-0.972304604,0.119830355,-8.114009181,4.90E-16,3.27E-14
WBGene00018491,mdh-1,10792.14789,14640.845,6943.946199,-1.04893251,0.12931231,-8.11162146,4.99E-16,3.32E-14
WBGene00020962,W02H5.8,220.3628962,338.9210841,101.9668637,-1.623136038,0.200233535,-8.106214768,5.22E-16,3.46E-14
WBGene00006601,tpi-1,5022.748684,6492.975746,3552.846835,-0.855325633,0.105685106,-8.093152088,5.81E-16,3.83E-14
WBGene00001684,gpd-2,6009.744861,8367.122913,3652.903325,-1.158260883,0.143359792,-8.079398484,6.51E-16,4.27E-14
WBGene00004424,rpl-12,26342.651,35165.5638,17520.23813,-0.982691669,0.121657723,-8.077511601,6.61E-16,4.32E-14
WBGene00008255,C51E3.10,361.9408348,179.7281299,543.9828901,1.510306029,0.186994367,8.076746111,6.65E-16,4.33E-14
WBGene00012834,Y43F8C.13,1064.648903,1571.038563,558.478606,-1.420566143,0.175907642,-8.075636331,6.71E-16,4.36E-14
WBGene00021421,Y38F2AR.3,1008.253465,1354.54386,662.1955591,-1.008079317,0.1250522,-8.061268134,7.55E-16,4.88E-14
WBGene00008925,F17H10.1,2058.585187,2764.981822,1352.388268,-1.007377139,0.125059019,-8.055213838,7.93E-16,5.11E-14
WBGene00022089,Y69A2AR.18,19171.97864,25051.82347,13292.63679,-0.897210678,0.111464604,-8.04928779,8.33E-16,5.34E-14
WBGene00019673,K12C11.1,1788.344927,2544.804634,1032.435184,-1.253065377,0.155835791,-8.040934426,8.92E-16,5.70E-14
WBGene00000879,cyn-3,4956.931582,6733.723599,3180.24857,-1.054067159,0.131146896,-8.037301645,9.18E-16,5.80E-14
WBGene00007545,C13B4.1,5684.274339,3345.072089,8023.210743,1.217829122,0.151517964,8.037523019,9.17E-16,5.80E-14
WBGene00009952,acaa-2,5146.594428,7281.499969,3012.085503,-1.227988551,0.152784669,-8.037380734,9.18E-16,5.80E-14
WBGene00000741,col-168,715.0495512,1027.321604,402.8220008,-1.296507979,0.161498876,-8.027969038,9.91E-16,6.21E-14
WBGene00007366,C06B3.7,217.9045001,68.3977581,367.4358679,2.13514823,0.265949695,8.02839134,9.88E-16,6.21E-14
WBGene00012996,pinn-4,514.8407513,719.3131139,310.6793505,-1.171766234,0.146084605,-8.021147995,1.05E-15,6.54E-14
WBGene00012634,Y38H6C.23,36.92949592,68.2650405,5.66405529,-2.734060949,0.340918041,-8.019701575,1.06E-15,6.60E-14
WBGene00004989,spp-4,758.9853242,1089.360576,428.7472705,-1.291213651,0.161672057,-7.986622271,1.39E-15,8.60E-14
WBGene00004421,rpl-10,43108.20707,57059.84914,29156.81005,-0.947831315,0.119374788,-7.939962258,2.02E-15,1.25E-13
WBGene00004417,rpl-6,64319.41521,82892.10463,45747.13036,-0.843007625,0.106312138,-7.929551953,2.20E-15,1.35E-13
WBGene00006528,tba-1,11242.08444,15207.75455,7276.955052,-1.035855541,0.13077599,-7.920838821,2.36E-15,1.45E-13
WBGene00016013,ugt-66,1290.985163,2200.832175,381.2591486,-2.197182366,0.277483262,-7.918251891,2.41E-15,1.47E-13
WBGene00002110,ins-27,229.8068109,363.530692,96.33389224,-1.763177165,0.222703411,-7.917153844,2.43E-15,1.48E-13
WBGene00001756,gst-8,28.66942956,0.768282475,56.64042434,3.121372902,0.394299901,7.916240643,2.45E-15,1.48E-13
WBGene00010658,K08D8.4,2320.474665,763.8594577,3877.378055,2.073338142,0.262640834,7.894195701,2.92E-15,1.76E-13
WBGene00018532,F47B7.1,1098.820034,1455.956868,741.7271912,-0.951572251,0.120836116,-7.874899364,3.41E-15,2.05E-13
WBGene00012158,ucr-2.1,3051.798675,4169.743117,1934.294153,-1.076605575,0.13691564,-7.863276816,3.74E-15,2.24E-13
WBGene00001076,dpy-17,55.28780015,101.0462128,9.657844938,-2.636305352,0.335332924,-7.861755182,3.79E-15,2.26E-13
WBGene00011559,umps-1,2398.808974,3682.598735,1115.303294,-1.609102522,0.204725534,-7.859803773,3.85E-15,2.29E-13
WBGene00006404,tag-10,1178.306232,1891.293869,465.6893917,-1.841765209,0.234375532,-7.858180381,3.90E-15,2.31E-13
WBGene00022170,cox-6B,9551.006041,12682.78694,6419.519491,-0.960167734,0.122270631,-7.852807545,4.07E-15,2.40E-13
WBGene00010556,rack-1,38349.93858,52678.1544,24022.30881,-1.099040325,0.14005065,-7.847448954,4.25E-15,2.50E-13
WBGene00001775,gst-27,1522.246797,2015.123639,1029.653859,-0.947396126,0.120766647,-7.844849107,4.33E-15,2.54E-13
WBGene00008446,E01G4.3,1284.274547,1968.754828,599.8292052,-1.601460093,0.204362274,-7.836378338,4.64E-15,2.71E-13
WBGene00000111,alh-5,442.431344,649.9099057,235.2544404,-1.393609812,0.178334184,-7.814597177,5.51E-15,3.21E-13
WBGene00013210,Y54G9A.7,1556.960742,2099.380541,1014.985928,-1.021324034,0.130824466,-7.806827449,5.86E-15,3.41E-13
WBGene00007864,irg-6,3862.163596,3.533217535,7720.761419,3.202307324,0.410964224,7.792180295,6.59E-15,3.81E-13
WBGene00016942,C55B7.3,1134.750431,1489.436735,779.9678546,-0.913918528,0.117339796,-7.788649387,6.77E-15,3.91E-13
WBGene00011128,adk-1,17935.33963,23198.06114,12672.94213,-0.856343648,0.110169928,-7.772934651,7.67E-15,4.41E-13
WBGene00012961,Y47H10A.5,830.9443445,434.0343599,1228.081988,1.422114065,0.183139536,7.765194221,8.15E-15,4.67E-13
WBGene00017984,F32D1.5,6158.332581,8187.021085,4130.124352,-0.964121641,0.12428029,-7.757639158,8.65E-15,4.94E-13
WBGene00019659,K11H12.3,63.1960449,16.38412183,109.8740117,2.303459676,0.297288903,7.74821951,9.32E-15,5.30E-13
WBGene00012451,Y17D7B.3,32.75957875,2.728016062,62.71737452,2.908784236,0.375640629,7.743529362,9.67E-15,5.48E-13
WBGene00017659,F21C10.10,1037.576221,630.104014,1445.019187,1.156495391,0.149547675,7.733289018,1.05E-14,5.92E-13
WBGene00004488,rps-19,20321.10955,27594.52915,13048.10823,-1.050284448,0.135824727,-7.732645379,1.05E-14,5.93E-13
WBGene00016274,C30G12.2,6997.746253,10862.99272,3132.204624,-1.661999757,0.214995839,-7.730381043,1.07E-14,6.02E-13
WBGene00010419,atp-1,55545.43188,73936.08392,37155.36067,-0.969028574,0.125629249,-7.713399384,1.23E-14,6.85E-13
WBGene00007565,clec-48,2171.239254,3569.682699,772.8103367,-1.969063362,0.255326772,-7.711934581,1.24E-14,6.91E-13
WBGene00021590,Y46D2A.2,1174.434223,619.7461333,1729.415854,1.403838822,0.182408574,7.696122984,1.40E-14,7.79E-13
WBGene00022188,Y71H2AR.1,1152.511768,1535.826678,769.3146746,-0.973220611,0.12654408,-7.690763682,1.46E-14,8.10E-13
WBGene00003571,ncx-6,147.4908572,68.51346701,226.4545293,1.604291678,0.209167001,7.669908107,1.72E-14,9.50E-13
WBGene00009146,F26C11.1,307.9712038,470.2409036,145.4283968,-1.579208237,0.20598871,-7.666479554,1.77E-14,9.72E-13
WBGene00003123,mag-1,2383.479584,3168.066134,1598.762972,-0.963098708,0.125657175,-7.664494345,1.80E-14,9.84E-13
WBGene00000118,alh-12,5414.110407,7228.664537,3599.648381,-0.980928029,0.128032742,-7.661540425,1.84E-14,1.00E-12
WBGene00006608,tre-2,2306.010018,2935.778631,1676.084695,-0.795427536,0.104403126,-7.618809559,2.56E-14,1.39E-12
WBGene00010296,dgat-2,507.2805239,741.107366,273.2026367,-1.367480908,0.17964286,-7.612219639,2.69E-14,1.46E-12
WBGene00002010,hsp-6,23330.10453,30820.53764,15839.98087,-0.938252995,0.12336311,-7.605620474,2.84E-14,1.53E-12
WBGene00000480,cgp-1,6380.881518,4286.928998,8475.341382,0.959614651,0.126296603,7.598103392,3.01E-14,1.62E-12
WBGene00020557,T19B4.3,2599.444882,3516.746622,1682.032708,-1.033967306,0.136424219,-7.579059748,3.48E-14,1.87E-12
WBGene00004478,rps-9,20488.47736,27761.05849,13216.13354,-1.039999996,0.137526257,-7.562192263,3.96E-14,2.12E-12
WBGene00004986,spp-1,975.5710535,1369.095625,582.2981182,-1.186767485,0.15700415,-7.558828768,4.07E-14,2.16E-12
WBGene00015403,clec-10,498.3506755,770.1028596,226.9759633,-1.631486039,0.215833309,-7.559009537,4.06E-14,2.16E-12
WBGene00015623,C09B8.4,91.73938692,171.2021231,12.14601928,-2.745240824,0.363440422,-7.55348239,4.24E-14,2.25E-12
WBGene00007440,C08E8.4,504.5192655,184.0641753,825.2753068,1.928505839,0.256191274,7.527601579,5.17E-14,2.73E-12
WBGene00012592,Y38E10A.14,1481.859126,2022.024595,941.7939147,-1.068473464,0.142020676,-7.523365585,5.34E-14,2.81E-12
WBGene00007331,pho-11,12119.30045,16938.13818,7300.124928,-1.169127539,0.155776201,-7.505174311,6.13E-14,3.22E-12
WBGene00017121,cyc-2.1,12947.58636,17150.57705,8745.099034,-0.948208776,0.126480082,-7.49690199,6.53E-14,3.42E-12
WBGene00010794,dld-1,9690.834884,12715.66398,6666.364472,-0.910791037,0.121760841,-7.480163823,7.42E-14,3.88E-12
WBGene00018765,mpc-2,931.1229032,1239.904716,622.5699585,-0.968663024,0.129562311,-7.476425974,7.64E-14,3.97E-12
WBGene00021562,nuo-5,4085.210476,5546.748229,2624.171326,-1.047497686,0.140209796,-7.470930816,7.96E-14,4.13E-12
WBGene00003957,pcp-2,8644.269883,4514.8529,12773.69272,1.415781302,0.189917578,7.454714386,9.01E-14,4.66E-12
WBGene00004139,pqn-54,818.4641671,1111.8737,524.7915115,-1.050441921,0.140919262,-7.454211058,9.04E-14,4.66E-12
WBGene00012643,Y39A1A.3,767.2822453,1033.968346,500.8180757,-1.016214591,0.136567166,-7.441134079,9.98E-14,5.13E-12
WBGene00003409,mrp-3,2396.79483,3093.599088,1699.911513,-0.846983031,0.11383537,-7.440420574,1.00E-13,5.14E-12
WBGene00000229,atp-2,87778.68278,113448.8627,62109.04067,-0.851978773,0.114626413,-7.432656678,1.06E-13,5.44E-12
WBGene00012358,W09D6.5,1466.532281,1896.301499,1036.961494,-0.853455259,0.115112608,-7.414090169,1.22E-13,6.24E-12
WBGene00022471,rnf-145,1177.980877,1732.018145,624.3605822,-1.390211334,0.188566228,-7.37253614,1.67E-13,8.50E-12
WBGene00015947,C18A11.1,312.1667819,183.4749841,440.7805204,1.211694259,0.164496546,7.366077232,1.76E-13,8.84E-12
WBGene00019547,K09C4.1,179.9338138,91.77715525,268.0910635,1.451696241,0.197076491,7.366156337,1.76E-13,8.84E-12
WBGene00020275,atp-4,4262.805887,5567.99119,2958.073407,-0.892297855,0.121135542,-7.366111057,1.76E-13,8.84E-12
WBGene00008505,F01G4.6,32164.39251,42042.82461,22286.44797,-0.895259828,0.12160439,-7.362068337,1.81E-13,9.08E-12
WBGene00000983,dhs-20,346.3131846,170.3195447,522.6361364,1.509572895,0.205292011,7.353295869,1.93E-13,9.64E-12
WBGene00017332,ugt-37,115.5272752,35.05495505,195.9371494,2.11998311,0.288289638,7.353656983,1.93E-13,9.64E-12
WBGene00010780,K11H3.3,2343.435397,3227.439662,1459.252967,-1.10557456,0.150389252,-7.351420036,1.96E-13,9.75E-12
WBGene00015591,cyk-7,1527.981436,1987.578818,1068.693532,-0.87597144,0.119251816,-7.345560588,2.05E-13,1.02E-11
WBGene00015064,B0228.7,2421.00082,3275.097882,1566.845626,-1.031684467,0.140608587,-7.337279234,2.18E-13,1.08E-11
WBGene00006537,tbb-2,24315.08309,32574.78815,16055.95186,-0.992274231,0.135347453,-7.331310689,2.28E-13,1.12E-11
WBGene00003370,mlc-2,18487.36263,23684.95543,13290.22506,-0.817950295,0.111761194,-7.318732627,2.50E-13,1.23E-11
WBGene00012713,bckd-1A,3964.30889,5112.070558,2817.018045,-0.842564785,0.115195488,-7.314216927,2.59E-13,1.27E-11
WBGene00018602,F48D6.4,2267.087437,1346.64256,3187.394598,1.192120139,0.163110854,7.308649984,2.70E-13,1.32E-11
WBGene00021582,clec-71,141.1032542,50.49077614,231.7854508,1.93726432,0.265100135,7.307670068,2.72E-13,1.32E-11
WBGene00000784,cpr-4,3419.990817,5484.243305,1356.154316,-1.81115439,0.248454234,-7.289690169,3.11E-13,1.51E-11
WBGene00002005,hsp-1,79898.02298,107510.3826,52286.25224,-1.0095971,0.138632729,-7.282530655,3.28E-13,1.59E-11
WBGene00004472,rps-3,28921.83932,38792.31139,19051.87648,-0.996555342,0.137097118,-7.268973677,3.62E-13,1.75E-11
WBGene00018966,F56D2.5,700.6619105,346.4511194,1054.797736,1.497838781,0.206383753,7.257542123,3.94E-13,1.90E-11
WBGene00003920,par-5,17395.29055,22446.36621,12344.44204,-0.844941924,0.116646718,-7.243597944,4.37E-13,2.10E-11
WBGene00006980,zig-3,125.7636575,205.7586025,45.84468361,-1.911818191,0.263989463,-7.242024614,4.42E-13,2.11E-11
WBGene00001239,elo-1,12610.97136,17038.25377,8183.351902,-1.025668947,0.141729682,-7.236797074,4.59E-13,2.19E-11
WBGene00003495,mup-2,11475.0953,14790.46471,8160.202208,-0.840454637,0.116492787,-7.214649581,5.41E-13,2.57E-11
WBGene00004473,rps-4,31028.09467,41950.10318,20106.6652,-1.02814959,0.142606232,-7.209710086,5.61E-13,2.65E-11
WBGene00007829,oac-5,35.22893756,2.729890974,67.64094841,2.794880847,0.387637399,7.210039206,5.59E-13,2.65E-11
WBGene00016762,ugt-24,176.8447931,72.31098004,281.1494162,1.764870479,0.24501283,7.203175768,5.88E-13,2.77E-11
WBGene00018218,F40A3.3,2062.952404,2882.175461,1244.030339,-1.163498038,0.161567743,-7.201301556,5.96E-13,2.80E-11
WBGene00014300,D2023.1,477.8819297,718.2148281,237.6277622,-1.487367283,0.207000811,-7.185321048,6.70E-13,3.14E-11
WBGene00006536,tbb-1,15002.20111,19824.01081,10180.89816,-0.936632512,0.130390354,-7.183296006,6.81E-13,3.18E-11
WBGene00016785,C49G7.7,36.77751159,3.126827517,70.3777936,2.768994568,0.385693982,7.17925271,7.01E-13,3.27E-11
WBGene00007422,ugt-17,844.9814729,1349.908567,339.9295151,-1.786026881,0.249242448,-7.165821464,7.73E-13,3.59E-11
WBGene00004499,rps-30,11548.17227,15718.92967,7377.912947,-1.055085886,0.147309519,-7.162374131,7.93E-13,3.68E-11
WBGene00003080,lsm-6,379.2233146,516.3211345,242.0406063,-1.056687531,0.147545988,-7.161750351,7.97E-13,3.68E-11
WBGene00021503,ctsa-4.2,3614.778427,1594.369952,5635.215614,1.661407358,0.232967467,7.131499429,9.93E-13,4.58E-11
WBGene00004482,rps-13,14434.00039,19167.41384,9700.943804,-0.955694917,0.134021238,-7.130921406,9.97E-13,4.58E-11
WBGene00021849,Y54F10AM.5,3049.037203,3971.191657,2126.948453,-0.880063898,0.123427886,-7.130186912,1.00E-12,4.60E-11
WBGene00008477,clec-17,51.16445473,5.728892959,96.72697806,2.697735845,0.378594449,7.125661383,1.04E-12,4.74E-11
WBGene00015326,ivd-1,6132.515708,7901.627399,4363.793168,-0.83858433,0.118032025,-7.104718633,1.21E-12,5.50E-11
WBGene00010822,M01G12.9,906.7650595,479.5084216,1333.977133,1.387432693,0.195527205,7.095854979,1.29E-12,5.84E-11
WBGene00016984,npr-8,164.3205397,81.3999415,247.2273285,1.489756594,0.210197942,7.087398568,1.37E-12,6.20E-11
WBGene00004480,rps-11,42084.68211,55049.5922,29120.31299,-0.896295993,0.127006878,-7.05706658,1.70E-12,7.69E-11
WBGene00001777,gst-29,56.09972817,94.98798511,17.27971171,-2.079036638,0.294773242,-7.053003253,1.75E-12,7.90E-11
WBGene00023067,rpl-41.1,1647.815929,2139.510715,1156.046997,-0.86777402,0.123059506,-7.051661791,1.77E-12,7.95E-11
WBGene00004445,rpl-31,12009.79379,16342.18369,7677.970245,-1.052697408,0.149306307,-7.05058902,1.78E-12,7.99E-11
WBGene00021920,mrps-25,668.7575562,878.0134776,459.7148711,-0.90986931,0.129327016,-7.035415611,1.99E-12,8.89E-11
WBGene00004469,rps-0,55779.26467,72966.13123,38592.96135,-0.896247262,0.127633432,-7.022041556,2.19E-12,9.75E-11
WBGene00010050,F54D5.4,6299.571254,3921.709578,8676.930608,1.102332365,0.157106504,7.016465482,2.28E-12,1.01E-10
WBGene00044324,ufm-1,1248.241637,1662.851128,834.0237793,-0.966633974,0.138144137,-6.997285555,2.61E-12,1.16E-10
WBGene00000064,act-2,16710.34208,21815.8042,11605.33437,-0.888381343,0.126985404,-6.995932742,2.63E-12,1.17E-10
WBGene00011679,ucr-2.2,3693.554408,4863.982727,2523.560516,-0.921772645,0.131768338,-6.995403151,2.64E-12,1.17E-10
WBGene00004447,rpl-33,12669.84521,16671.84324,8668.391427,-0.918866434,0.131477239,-6.988787128,2.77E-12,1.22E-10
WBGene00020315,T07E3.4,1454.35696,2209.002001,699.5856124,-1.531381836,0.219168603,-6.987231803,2.80E-12,1.23E-10
WBGene00002262,ldh-1,1870.078114,2455.272308,1285.328575,-0.909770324,0.130221947,-6.986305664,2.82E-12,1.24E-10
WBGene00021647,Y47G6A.22,962.4681068,1293.482972,631.663623,-1.001556697,0.143589767,-6.975125882,3.06E-12,1.33E-10
WBGene00004475,rps-6,19336.71125,25779.11684,12894.86081,-0.969866811,0.139435019,-6.955690309,3.51E-12,1.53E-10
WBGene00009092,tomm-20,1302.000475,1734.352862,869.6794829,-0.966419657,0.139400264,-6.932696005,4.13E-12,1.79E-10
WBGene00008199,C49C3.9,1467.092264,813.152314,2121.142681,1.306443123,0.188479489,6.931486984,4.16E-12,1.80E-10
WBGene00019207,fgt-1,2210.341298,2849.896457,1571.263191,-0.839875389,0.121425945,-6.916770473,4.62E-12,2.00E-10
WBGene00016048,C24B9.3,778.3596715,1030.615726,526.2264633,-0.942377052,0.136347513,-6.911582261,4.79E-12,2.07E-10
WBGene00001385,far-1,25037.51339,33375.68976,16699.86185,-0.969066255,0.140275834,-6.908290804,4.91E-12,2.11E-10
WBGene00003931,pat-4,1300.118818,1730.986538,869.7295688,-0.963540888,0.139589244,-6.90268719,5.10E-12,2.19E-10
WBGene00004413,rpl-2,22903.31125,30549.09303,15258.10835,-0.971375616,0.14073987,-6.901922102,5.13E-12,2.19E-10
WBGene00001774,gst-26,1363.706974,1867.62315,859.8938311,-1.07713898,0.156173008,-6.897088,5.31E-12,2.26E-10
WBGene00016664,C45E5.1,298.149015,452.6055841,143.9312061,-1.522283238,0.221909978,-6.859913425,6.89E-12,2.93E-10
WBGene00019404,K05B2.4,644.183395,168.2719665,1120.221984,2.210800086,0.322594581,6.85318421,7.22E-12,3.06E-10
WBGene00004446,rpl-32,17156.48924,22628.76485,11684.4187,-0.927058081,0.135359912,-6.848837794,7.45E-12,3.15E-10
WBGene00016957,atic-1,2128.406539,3212.745278,1044.220004,-1.497218115,0.218861908,-6.840925997,7.87E-12,3.32E-10
WBGene00023068,rpl-41.2,31938.65715,40978.5976,22898.73186,-0.821326558,0.120139615,-6.836434055,8.12E-12,3.42E-10
WBGene00009048,cth-1,445.5282559,642.8658793,248.4101199,-1.294538434,0.189737731,-6.822778082,8.93E-12,3.75E-10
WBGene00000883,cyn-7,24116.92012,30277.89594,17956.06843,-0.740388547,0.108809951,-6.804419428,1.01E-11,4.25E-10
WBGene00000785,cpr-5,4669.599861,7347.525361,1992.146008,-1.691290768,0.248777104,-6.798418101,1.06E-11,4.42E-10
WBGene00022644,dod-19,20382.38557,12093.08521,28671.63043,1.186565289,0.174710403,6.791612125,1.11E-11,4.62E-10
